instance,scope,version,variant,seed,source_file,constraint_type,index_0_based,observed_value,operator,limit,slack,satisfied,item_weight,class_setup_weight,items_0_based,classes_0_based,knapsacks_0_based,rule,instance_file
2_3,global,static,full_static,5,runs/full30/tuned2_ext/2_3_s5.json,class_knapsack_limit,118,1,<=,1,0,true,,,,[118],[25],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/2_3.inc
2_3,global,static,full_static,5,runs/full30/tuned2_ext/2_3_s5.json,class_knapsack_limit,119,1,<=,1,0,true,,,,[119],[22],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/2_3.inc
2_3,global,static,full_static,5,runs/full30/tuned2_ext/2_3_s5.json,class_knapsack_limit,120,0,<=,1,1,true,,,,[120],[],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/2_3.inc
2_3,global,static,full_static,5,runs/full30/tuned2_ext/2_3_s5.json,class_knapsack_limit,121,1,<=,1,0,true,,,,[121],[8],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/2_3.inc
2_3,global,static,full_static,5,runs/full30/tuned2_ext/2_3_s5.json,class_knapsack_limit,122,1,<=,1,0,true,,,,[122],[1],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/2_3.inc
2_3,global,static,full_static,5,runs/full30/tuned2_ext/2_3_s5.json,class_knapsack_limit,123,1,<=,1,0,true,,,,[123],[19],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/2_3.inc
2_3,global,static,full_static,5,runs/full30/tuned2_ext/2_3_s5.json,class_knapsack_limit,124,0,<=,1,1,true,,,,[124],[],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/2_3.inc
2_3,global,static,full_static,5,runs/full30/tuned2_ext/2_3_s5.json,class_knapsack_limit,125,1,<=,1,0,true,,,,[125],[10],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/2_3.inc
2_3,global,static,full_static,5,runs/full30/tuned2_ext/2_3_s5.json,class_knapsack_limit,126,1,<=,1,0,true,,,,[126],[15],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/2_3.inc
2_3,global,static,full_static,5,runs/full30/tuned2_ext/2_3_s5.json,class_knapsack_limit,127,1,<=,1,0,true,,,,[127],[16],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/2_3.inc
2_3,global,static,full_static,5,runs/full30/tuned2_ext/2_3_s5.json,class_knapsack_limit,128,0,<=,1,1,true,,,,[128],[],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/2_3.inc
2_3,global,static,full_static,5,runs/full30/tuned2_ext/2_3_s5.json,class_knapsack_limit,129,0,<=,1,1,true,,,,[129],[],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/2_3.inc
2_3,global,static,full_static,5,runs/full30/tuned2_ext/2_3_s5.json,class_knapsack_limit,130,1,<=,1,0,true,,,,[130],[23],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/2_3.inc
2_3,global,static,full_static,5,runs/full30/tuned2_ext/2_3_s5.json,class_knapsack_limit,131,1,<=,1,0,true,,,,[131],[16],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/2_3.inc
2_3,global,static,full_static,5,runs/full30/tuned2_ext/2_3_s5.json,class_knapsack_limit,132,0,<=,1,1,true,,,,[132],[],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/2_3.inc
2_3,global,static,full_static,5,runs/full30/tuned2_ext/2_3_s5.json,class_knapsack_limit,133,1,<=,1,0,true,,,,[133],[0],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/2_3.inc
2_3,global,static,full_static,5,runs/full30/tuned2_ext/2_3_s5.json,class_knapsack_limit,134,0,<=,1,1,true,,,,[134],[],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/2_3.inc
2_3,global,static,full_static,5,runs/full30/tuned2_ext/2_3_s5.json,class_knapsack_limit,135,0,<=,1,1,true,,,,[135],[],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/2_3.inc
2_3,global,static,full_static,5,runs/full30/tuned2_ext/2_3_s5.json,class_knapsack_limit,136,1,<=,1,0,true,,,,[136],[7],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/2_3.inc
2_3,global,static,full_static,5,runs/full30/tuned2_ext/2_3_s5.json,class_knapsack_limit,137,1,<=,1,0,true,,,,[137],[4],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/2_3.inc
2_3,global,static,full_static,5,runs/full30/tuned2_ext/2_3_s5.json,class_knapsack_limit,138,1,<=,1,0,true,,,,[138],[3],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/2_3.inc
2_3,global,static,full_static,5,runs/full30/tuned2_ext/2_3_s5.json,class_knapsack_limit,139,1,<=,1,0,true,,,,[139],[26],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/2_3.inc
2_3,global,static,full_static,5,runs/full30/tuned2_ext/2_3_s5.json,class_knapsack_limit,140,1,<=,1,0,true,,,,[140],[19],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/2_3.inc
2_3,global,static,full_static,5,runs/full30/tuned2_ext/2_3_s5.json,class_knapsack_limit,141,0,<=,1,1,true,,,,[141],[],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/2_3.inc
2_3,global,static,full_static,5,runs/full30/tuned2_ext/2_3_s5.json,class_knapsack_limit,142,1,<=,1,0,true,,,,[142],[11],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/2_3.inc
2_3,global,static,full_static,5,runs/full30/tuned2_ext/2_3_s5.json,class_knapsack_limit,143,0,<=,1,1,true,,,,[143],[],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/2_3.inc
2_3,global,static,full_static,5,runs/full30/tuned2_ext/2_3_s5.json,class_knapsack_limit,144,1,<=,1,0,true,,,,[144],[27],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/2_3.inc
2_3,global,static,full_static,5,runs/full30/tuned2_ext/2_3_s5.json,class_knapsack_limit,145,0,<=,1,1,true,,,,[145],[],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/2_3.inc
2_3,global,static,full_static,5,runs/full30/tuned2_ext/2_3_s5.json,class_knapsack_limit,146,1,<=,1,0,true,,,,[146],[24],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/2_3.inc
2_3,global,static,full_static,5,runs/full30/tuned2_ext/2_3_s5.json,class_knapsack_limit,147,1,<=,1,0,true,,,,[147],[11],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/2_3.inc
2_3,global,static,full_static,5,runs/full30/tuned2_ext/2_3_s5.json,class_knapsack_limit,148,1,<=,1,0,true,,,,[148],[17],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/2_3.inc
2_3,global,static,full_static,5,runs/full30/tuned2_ext/2_3_s5.json,class_knapsack_limit,149,1,<=,1,0,true,,,,[149],[9],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/2_3.inc
3_1,global,dynamic,feasible_only,2,runs/abl_dyn/feasible_only/3_1_s2.json,solution_length,,300,equal to,300,0,true,,,,,,The vector contains exactly one value per item: length(solution) = n_items.,instances_and_solutions/instances_and_solutions/instances/large_size/3_1.inc
3_1,global,dynamic,feasible_only,2,runs/abl_dyn/feasible_only/3_1_s2.json,assignment_domain,,0,equal to,0,0,true,,,,,,Noninteger assignments or assignments outside 0..m = 0. Real knapsacks: 0..m-1. m = unassigned.,instances_and_solutions/instances_and_solutions/instances/large_size/3_1.inc
3_1,global,dynamic,feasible_only,2,runs/abl_dyn/feasible_only/3_1_s2.json,knapsack_capacity,0,583,<=,595,12,true,459,124,"[14,15,22,36,44,48,58,67,69,86,87,98,109,121,124,131,133,136,140]","[14,15,22,36,44,48,58,67,69,86,87,98,109,121,124,131,133,136,140]",[0],Sum of item weights + setup weight of each present class (once per class) <= capacity.,instances_and_solutions/instances_and_solutions/instances/large_size/3_1.inc
3_1,global,dynamic,feasible_only,2,runs/abl_dyn/feasible_only/3_1_s2.json,knapsack_capacity,1,567,<=,595,28,true,464,103,"[0,2,10,21,34,42,47,49,78,104,105,113,118,119,120,125,139,143,144,148]","[0,2,10,21,34,42,47,49,78,104,105,113,118,119,120,125,139,143,144,148]",[1],Sum of item weights + setup weight of each present class (once per class) <= capacity.,instances_and_solutions/instances_and_solutions/instances/large_size/3_1.inc
3_1,global,dynamic,feasible_only,2,runs/abl_dyn/feasible_only/3_1_s2.json,knapsack_capacity,2,592,<=,595,3,true,503,89,"[5,12,23,28,51,65,74,83,96,97,117,123,134,137,138,146]","[5,12,23,28,51,65,74,83,96,97,117,123,134,137,138,146]",[2],Sum of item weights + setup weight of each present class (once per class) <= capacity.,instances_and_solutions/instances_and_solutions/instances/large_size/3_1.inc
3_1,global,dynamic,feasible_only,2,runs/abl_dyn/feasible_only/3_1_s2.json,knapsack_capacity,3,591,<=,595,4,true,480,111,"[4,9,17,26,30,46,50,54,56,63,68,71,80,84,88,89,90,114]","[4,9,17,26,30,46,50,54,56,63,68,71,80,84,88,89,90,114]",[3],Sum of item weights + setup weight of each present class (once per class) <= capacity.,instances_and_solutions/instances_and_solutions/instances/large_size/3_1.inc
3_1,global,dynamic,feasible_only,2,runs/abl_dyn/feasible_only/3_1_s2.json,knapsack_capacity,4,555,<=,595,40,true,430,125,"[1,16,24,29,33,41,59,60,64,66,81,91,94,95,100,115,128,141,145]","[1,16,24,29,33,41,59,60,64,66,81,91,94,95,100,115,128,141,145]",[4],Sum of item weights + setup weight of each present class (once per class) <= capacity.,instances_and_solutions/instances_and_solutions/instances/large_size/3_1.inc
3_1,global,dynamic,feasible_only,2,runs/abl_dyn/feasible_only/3_1_s2.json,knapsack_capacity,5,595,<=,595,0,true,594,1,"[75,150,153,155,159,162,173,178,179,191,197,199,200,208,209,212,216,217,218,225,229,230,233,234,237,240,246,248,250,256,261,262,264,265,266,267,273,275,276,280,288,289,290,292,296,299]",[75],[5],Sum of item weights + setup weight of each present class (once per class) <= capacity.,instances_and_solutions/instances_and_solutions/instances/large_size/3_1.inc
3_1,global,dynamic,feasible_only,2,runs/abl_dyn/feasible_only/3_1_s2.json,knapsack_capacity,6,595,<=,595,0,true,448,147,"[13,19,20,25,35,43,52,53,76,82,92,93,99,103,107,112,122,126,142,147]","[13,19,20,25,35,43,52,53,76,82,92,93,99,103,107,112,122,126,142,147]",[6],Sum of item weights + setup weight of each present class (once per class) <= capacity.,instances_and_solutions/instances_and_solutions/instances/large_size/3_1.inc
3_1,global,dynamic,feasible_only,2,runs/abl_dyn/feasible_only/3_1_s2.json,knapsack_capacity,7,0,<=,595,595,true,0,0,[],[],[7],Sum of item weights + setup weight of each present class (once per class) <= capacity.,instances_and_solutions/instances_and_solutions/instances/large_size/3_1.inc
3_1,global,dynamic,feasible_only,2,runs/abl_dyn/feasible_only/3_1_s2.json,knapsack_capacity,8,580,<=,595,15,true,416,164,"[3,6,7,18,32,38,57,70,72,73,77,85,106,110,111,116,127,129,130,149]","[3,6,7,18,32,38,57,70,72,73,77,85,106,110,111,116,127,129,130,149]",[8],Sum of item weights + setup weight of each present class (once per class) <= capacity.,instances_and_solutions/instances_and_solutions/instances/large_size/3_1.inc
3_1,global,dynamic,feasible_only,2,runs/abl_dyn/feasible_only/3_1_s2.json,knapsack_capacity,9,591,<=,595,4,true,465,126,"[8,11,27,31,37,39,40,45,55,61,62,79,101,102,108,132,135]","[8,11,27,31,37,39,40,45,55,61,62,79,101,102,108,132,135]",[9],Sum of item weights + setup weight of each present class (once per class) <= capacity.,instances_and_solutions/instances_and_solutions/instances/large_size/3_1.inc
3_1,global,dynamic,feasible_only,2,runs/abl_dyn/feasible_only/3_1_s2.json,class_knapsack_limit,0,1,<=,1,0,true,,,,[0],[1],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/3_1.inc
3_1,global,dynamic,feasible_only,2,runs/abl_dyn/feasible_only/3_1_s2.json,class_knapsack_limit,1,1,<=,1,0,true,,,,[1],[4],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/3_1.inc
3_1,global,dynamic,feasible_only,2,runs/abl_dyn/feasible_only/3_1_s2.json,class_knapsack_limit,2,1,<=,1,0,true,,,,[2],[1],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/3_1.inc
3_1,global,dynamic,feasible_only,2,runs/abl_dyn/feasible_only/3_1_s2.json,class_knapsack_limit,3,1,<=,1,0,true,,,,[3],[8],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/3_1.inc
3_1,global,dynamic,feasible_only,2,runs/abl_dyn/feasible_only/3_1_s2.json,class_knapsack_limit,4,1,<=,1,0,true,,,,[4],[3],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/3_1.inc
3_1,global,dynamic,feasible_only,2,runs/abl_dyn/feasible_only/3_1_s2.json,class_knapsack_limit,5,1,<=,1,0,true,,,,[5],[2],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/3_1.inc
3_1,global,dynamic,feasible_only,2,runs/abl_dyn/feasible_only/3_1_s2.json,class_knapsack_limit,6,1,<=,1,0,true,,,,[6],[8],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/3_1.inc
3_1,global,dynamic,feasible_only,2,runs/abl_dyn/feasible_only/3_1_s2.json,class_knapsack_limit,7,1,<=,1,0,true,,,,[7],[8],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/3_1.inc
3_1,global,dynamic,feasible_only,2,runs/abl_dyn/feasible_only/3_1_s2.json,class_knapsack_limit,8,1,<=,1,0,true,,,,[8],[9],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/3_1.inc
3_1,global,dynamic,feasible_only,2,runs/abl_dyn/feasible_only/3_1_s2.json,class_knapsack_limit,9,1,<=,1,0,true,,,,[9],[3],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/3_1.inc
3_1,global,dynamic,feasible_only,2,runs/abl_dyn/feasible_only/3_1_s2.json,class_knapsack_limit,10,1,<=,1,0,true,,,,[10],[1],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/3_1.inc
3_1,global,dynamic,feasible_only,2,runs/abl_dyn/feasible_only/3_1_s2.json,class_knapsack_limit,11,1,<=,1,0,true,,,,[11],[9],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/3_1.inc
3_1,global,dynamic,feasible_only,2,runs/abl_dyn/feasible_only/3_1_s2.json,class_knapsack_limit,12,1,<=,1,0,true,,,,[12],[2],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/3_1.inc
3_1,global,dynamic,feasible_only,2,runs/abl_dyn/feasible_only/3_1_s2.json,class_knapsack_limit,13,1,<=,1,0,true,,,,[13],[6],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/3_1.inc
3_1,global,dynamic,feasible_only,2,runs/abl_dyn/feasible_only/3_1_s2.json,class_knapsack_limit,14,1,<=,1,0,true,,,,[14],[0],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/3_1.inc
3_1,global,dynamic,feasible_only,2,runs/abl_dyn/feasible_only/3_1_s2.json,class_knapsack_limit,15,1,<=,1,0,true,,,,[15],[0],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/3_1.inc
3_1,global,dynamic,feasible_only,2,runs/abl_dyn/feasible_only/3_1_s2.json,class_knapsack_limit,16,1,<=,1,0,true,,,,[16],[4],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/3_1.inc
3_1,global,dynamic,feasible_only,2,runs/abl_dyn/feasible_only/3_1_s2.json,class_knapsack_limit,17,1,<=,1,0,true,,,,[17],[3],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/3_1.inc
3_1,global,dynamic,feasible_only,2,runs/abl_dyn/feasible_only/3_1_s2.json,class_knapsack_limit,18,1,<=,1,0,true,,,,[18],[8],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/3_1.inc
3_1,global,dynamic,feasible_only,2,runs/abl_dyn/feasible_only/3_1_s2.json,class_knapsack_limit,19,1,<=,1,0,true,,,,[19],[6],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/3_1.inc
3_1,global,dynamic,feasible_only,2,runs/abl_dyn/feasible_only/3_1_s2.json,class_knapsack_limit,20,1,<=,1,0,true,,,,[20],[6],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/3_1.inc
3_1,global,dynamic,feasible_only,2,runs/abl_dyn/feasible_only/3_1_s2.json,class_knapsack_limit,21,1,<=,1,0,true,,,,[21],[1],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/3_1.inc
3_1,global,dynamic,feasible_only,2,runs/abl_dyn/feasible_only/3_1_s2.json,class_knapsack_limit,22,1,<=,1,0,true,,,,[22],[0],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/3_1.inc
3_1,global,dynamic,feasible_only,2,runs/abl_dyn/feasible_only/3_1_s2.json,class_knapsack_limit,23,1,<=,1,0,true,,,,[23],[2],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/3_1.inc
3_1,global,dynamic,feasible_only,2,runs/abl_dyn/feasible_only/3_1_s2.json,class_knapsack_limit,24,1,<=,1,0,true,,,,[24],[4],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/3_1.inc
3_1,global,dynamic,feasible_only,2,runs/abl_dyn/feasible_only/3_1_s2.json,class_knapsack_limit,25,1,<=,1,0,true,,,,[25],[6],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/3_1.inc
3_1,global,dynamic,feasible_only,2,runs/abl_dyn/feasible_only/3_1_s2.json,class_knapsack_limit,26,1,<=,1,0,true,,,,[26],[3],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/3_1.inc
3_1,global,dynamic,feasible_only,2,runs/abl_dyn/feasible_only/3_1_s2.json,class_knapsack_limit,27,1,<=,1,0,true,,,,[27],[9],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/3_1.inc
3_1,global,dynamic,feasible_only,2,runs/abl_dyn/feasible_only/3_1_s2.json,class_knapsack_limit,28,1,<=,1,0,true,,,,[28],[2],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/3_1.inc
3_1,global,dynamic,feasible_only,2,runs/abl_dyn/feasible_only/3_1_s2.json,class_knapsack_limit,29,1,<=,1,0,true,,,,[29],[4],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/3_1.inc
3_1,global,dynamic,feasible_only,2,runs/abl_dyn/feasible_only/3_1_s2.json,class_knapsack_limit,30,1,<=,1,0,true,,,,[30],[3],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/3_1.inc
3_1,global,dynamic,feasible_only,2,runs/abl_dyn/feasible_only/3_1_s2.json,class_knapsack_limit,31,1,<=,1,0,true,,,,[31],[9],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/3_1.inc
3_1,global,dynamic,feasible_only,2,runs/abl_dyn/feasible_only/3_1_s2.json,class_knapsack_limit,32,1,<=,1,0,true,,,,[32],[8],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/3_1.inc
3_1,global,dynamic,feasible_only,2,runs/abl_dyn/feasible_only/3_1_s2.json,class_knapsack_limit,33,1,<=,1,0,true,,,,[33],[4],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/3_1.inc
3_1,global,dynamic,feasible_only,2,runs/abl_dyn/feasible_only/3_1_s2.json,class_knapsack_limit,34,1,<=,1,0,true,,,,[34],[1],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/3_1.inc
3_1,global,dynamic,feasible_only,2,runs/abl_dyn/feasible_only/3_1_s2.json,class_knapsack_limit,35,1,<=,1,0,true,,,,[35],[6],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/3_1.inc
3_1,global,dynamic,feasible_only,2,runs/abl_dyn/feasible_only/3_1_s2.json,class_knapsack_limit,36,1,<=,1,0,true,,,,[36],[0],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/3_1.inc
3_1,global,dynamic,feasible_only,2,runs/abl_dyn/feasible_only/3_1_s2.json,class_knapsack_limit,37,1,<=,1,0,true,,,,[37],[9],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/3_1.inc
3_1,global,dynamic,feasible_only,2,runs/abl_dyn/feasible_only/3_1_s2.json,class_knapsack_limit,38,1,<=,1,0,true,,,,[38],[8],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/3_1.inc
3_1,global,dynamic,feasible_only,2,runs/abl_dyn/feasible_only/3_1_s2.json,class_knapsack_limit,39,1,<=,1,0,true,,,,[39],[9],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/3_1.inc
3_1,global,dynamic,feasible_only,2,runs/abl_dyn/feasible_only/3_1_s2.json,class_knapsack_limit,40,1,<=,1,0,true,,,,[40],[9],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/3_1.inc
3_1,global,dynamic,feasible_only,2,runs/abl_dyn/feasible_only/3_1_s2.json,class_knapsack_limit,41,1,<=,1,0,true,,,,[41],[4],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/3_1.inc
3_1,global,dynamic,feasible_only,2,runs/abl_dyn/feasible_only/3_1_s2.json,class_knapsack_limit,42,1,<=,1,0,true,,,,[42],[1],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/3_1.inc
3_1,global,dynamic,feasible_only,2,runs/abl_dyn/feasible_only/3_1_s2.json,class_knapsack_limit,43,1,<=,1,0,true,,,,[43],[6],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/3_1.inc
3_1,global,dynamic,feasible_only,2,runs/abl_dyn/feasible_only/3_1_s2.json,class_knapsack_limit,44,1,<=,1,0,true,,,,[44],[0],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/3_1.inc
3_1,global,dynamic,feasible_only,2,runs/abl_dyn/feasible_only/3_1_s2.json,class_knapsack_limit,45,1,<=,1,0,true,,,,[45],[9],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/3_1.inc
3_1,global,dynamic,feasible_only,2,runs/abl_dyn/feasible_only/3_1_s2.json,class_knapsack_limit,46,1,<=,1,0,true,,,,[46],[3],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/3_1.inc
3_1,global,dynamic,feasible_only,2,runs/abl_dyn/feasible_only/3_1_s2.json,class_knapsack_limit,47,1,<=,1,0,true,,,,[47],[1],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/3_1.inc
3_1,global,dynamic,feasible_only,2,runs/abl_dyn/feasible_only/3_1_s2.json,class_knapsack_limit,48,1,<=,1,0,true,,,,[48],[0],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/3_1.inc
3_1,global,dynamic,feasible_only,2,runs/abl_dyn/feasible_only/3_1_s2.json,class_knapsack_limit,49,1,<=,1,0,true,,,,[49],[1],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/3_1.inc
3_1,global,dynamic,feasible_only,2,runs/abl_dyn/feasible_only/3_1_s2.json,class_knapsack_limit,50,1,<=,1,0,true,,,,[50],[3],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/3_1.inc
3_1,global,dynamic,feasible_only,2,runs/abl_dyn/feasible_only/3_1_s2.json,class_knapsack_limit,51,1,<=,1,0,true,,,,[51],[2],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/3_1.inc
3_1,global,dynamic,feasible_only,2,runs/abl_dyn/feasible_only/3_1_s2.json,class_knapsack_limit,52,1,<=,1,0,true,,,,[52],[6],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/3_1.inc
3_1,global,dynamic,feasible_only,2,runs/abl_dyn/feasible_only/3_1_s2.json,class_knapsack_limit,53,1,<=,1,0,true,,,,[53],[6],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/3_1.inc
